Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Rainfall_Bin,Yield_log,Pesticide_log,Fertilizer_log
groundnut,2001,Rabi       ,Andhra Pradesh,252453.0,432682,928.4,25783024.89,65637.78,1.765454545,Low,1.0172050138684106,11.091921958803391,17.065226922132965
horse-gram,2001,Kharif     ,Andhra Pradesh,11412.0,4417,928.4,1165507.56,2967.12,0.368888889,Low,0.3139993808503232,7.9956840347367955,13.968668081918322
horse-gram,2001,Rabi       ,Andhra Pradesh,68927.0,34846,928.4,7039514.51,17921.02,0.458095238,Low,0.3771309524407979,9.793785403390423,15.767049906163775
jowar,2001,Kharif     ,Andhra Pradesh,299306.0,287310,928.4,30568121.78,77819.56,0.838095238,Low,0.6087298386955486,11.262160942606203,17.23546828471949
jowar,2001,Rabi       ,Andhra Pradesh,340023.0,346741,928.4,34726548.99,88405.98,0.854090909,Low,0.6173944999221196,11.389706204784634,17.363015081749626
linseed,2001,Rabi       ,Andhra Pradesh,5872.0,1419,928.4,599707.36,1526.72,0.218333333,Low,0.1974838042600343,7.331531706861554,13.304198749362921
maize,2001,Kharif     ,Andhra Pradesh,337533.0,986011,928.4,34472245.29,87758.58,2.801818182,Low,1.335479421249941,11.382356309158261,17.355665102891415
maize,2001,Rabi       ,Andhra Pradesh,90752.0,470744,928.4,9268501.76,23595.52,5.592857143,Low,1.8859868119152163,10.068854522513638,16.042132409934048
mesta,2001,Kharif     ,Andhra Pradesh,78942.0,671542,928.4,8062346.46,20524.92,8.370909091,Low,2.237610112995495,9.929443756702206,15.902715320217263
moong(green gram),2001,Kharif     ,Andhra Pradesh,338337.0,113312,928.4,34554357.81,87967.62,0.408636364,Low,0.34262211869948883,11.384735438957597,17.358044259699533
moong(green gram),2001,Rabi       ,Andhra Pradesh,137698.0,42031,928.4,14063096.74,35801.48,0.351,Low,0.3008450589780618,10.485772443732493,16.459064742981116
niger seed,2001,Kharif     ,Andhra Pradesh,19090.0,8017,928.4,1949661.7,4963.4,0.38,Low,0.3220834991691133,8.510047723255367,14.483166941219165
onion,2001,Kharif     ,Andhra Pradesh,17736.0,234978,928.4,1811377.68,4611.36,12.74411765,Low,2.6206109253042142,8.43649493558462,14.409598814951986
onion,2001,Rabi       ,Andhra Pradesh,14089.0,324477,928.4,1438909.57,3663.14,21.08136364,Low,3.0947339785598533,8.20634893467104,14.17939683661375
other  rabi pulses,2001,Rabi       ,Andhra Pradesh,13750.0,5012,928.4,1404287.5,3575.0,0.510666667,Low,0.4125510547183033,8.182000136293405,14.155041326789364
other kharif pulses,2001,Kharif     ,Andhra Pradesh,17331.0,4573,928.4,1770015.03,4506.06,0.314210526,Low,0.273236124884953,8.413400335226841,14.386499161006178
potato,2001,Whole Year ,Andhra Pradesh,2348.0,14653,928.4,239801.24,610.48,5.85,Low,1.9242486522741338,6.415882248132833,12.38756986264952
ragi,2001,Kharif     ,Andhra Pradesh,68733.0,80097,928.4,7019701.29,17870.58,1.252666667,Low,0.8121146997719613,9.790967020585216,15.764231366270804
ragi,2001,Rabi       ,Andhra Pradesh,12994.0,22707,928.4,1327077.22,3378.44,1.738,Low,1.007227726866257,8.125465294277166,14.098490256565853
rapeseed &mustard,2001,Rabi       ,Andhra Pradesh,2452.0,790,928.4,250422.76,637.52,0.3275,Low,0.28329747413395684,6.459152998396278,12.430909801885395
rice,2001,Kharif     ,Andhra Pradesh,2426073.0,6500545,928.4,247774835.5,630778.98,2.627272727,Low,1.2884810510222593,13.354712396091156,19.32803097438396
rice,2001,Rabi       ,Andhra Pradesh,1398674.0,4889246,928.4,142846575.6,363655.24,3.025909091,Low,1.3927507464857567,12.803964304791991,18.777281721355642
safflower,2001,Rabi       ,Andhra Pradesh,19728.0,5920,928.4,2014820.64,5129.28,0.303,Low,0.26466929814270806,8.542915517572018,14.516041233316104
sesamum,2001,Kharif     ,Andhra Pradesh,92861.0,16651,928.4,9483893.93,24143.86,0.168095238,Low,0.15537442046544211,10.091826799988906,16.06510564744727
sesamum,2001,Rabi       ,Andhra Pradesh,39475.0,10049,928.4,4031581.75,10263.5,0.283684211,Low,0.24973423343039217,9.236446619060661,15.209669598755422
small millets,2001,Kharif     ,Andhra Pradesh,56370.0,33223,928.4,5757068.1,14656.2,0.469285714,Low,0.3847763738551493,9.59268696129137,15.56593906636514
small millets,2001,Rabi       ,Andhra Pradesh,931.0,760,928.4,95083.03,242.06,0.732,Low,0.5492768101402434,5.493308326442654,11.462516305935594
sugarcane,2001,Whole Year ,Andhra Pradesh,218298.0,18081889,928.4,22294774.74,56757.48,84.989,Low,4.454219381095968,10.946560351493275,16.919862937235557
sunflower,2001,Kharif     ,Andhra Pradesh,267613.0,219397,928.4,27331315.69,69579.38,0.986111111,Low,0.686178511187908,11.150237910030485,17.12354373420442
sweet potato,2001,Whole Year ,Andhra Pradesh,1945.0,25810,928.4,198642.85,505.7,14.05764706,Low,2.711885972449561,6.227919112481864,12.199268801790438
tapioca,2001,Whole Year ,Andhra Pradesh,17694.0,146361,928.4,1807088.22,4600.44,7.83,Low,2.178155014615869,8.43412457696756,14.4072279430096
tobacco,2001,Whole Year ,Andhra Pradesh,188936.0,418057,928.4,19296033.68,49123.36,2.97047619,Low,1.378886034609295,10.802110321096876,16.775410175771114
urad,2001,Kharif     ,Andhra Pradesh,107061.0,44570,928.4,10934139.93,27835.86,0.388095238,Low,0.32793247500446776,10.234116320731061,16.207400647507118
urad,2001,Rabi       ,Andhra Pradesh,519831.0,338499,928.4,53090340.03,135156.06,0.439545455,Low,0.3643274075079888,11.814192788594015,17.78750556815949
wheat,2001,Rabi       ,Andhra Pradesh,13793.0,9486,928.4,1408679.09,3586.18,0.6275,Low,0.48704509510058724,8.185121657483172,14.158163717550165
arecanut,2001,Whole Year ,Assam,73223.0,69663,1824.7,7478264.99,19037.98,0.985652174,Very High,0.6859474113115503,9.854243735481784,15.827511503557645
arhar/tur,2001,Kharif     ,Assam,7236.0,5125,1824.7,739012.68,1881.36,0.709130435,Very High,0.5359847236318133,7.540281587718616,13.513071711261032
banana,2001,Whole Year ,Assam,43600.0,606192,1824.7,4452868.0,11336.0,13.77652174,Very High,2.6930395522356574,9.335826992017598,15.309059165501472
castor seed,2001,Kharif     ,Assam,1636.0,671,1824.7,167084.68,425.36,0.42952381,Very High,0.35734138881500416,6.055284059820936,12.026262013723958
coconut,2001,Whole Year ,Assam,21067.0,163597000,1824.7,2151572.71,5477.42,7700.721304,Very High,8.949199128833124,8.60857201720164,14.581710090492669
cotton(lint),2001,Kharif     ,Assam,1882.0,860,1824.7,192208.66,489.32,0.443913043,Very High,0.36735681912828,6.1950582391774764,12.166342034401012
dry chillies,2001,Whole Year ,Assam,14732.0,9647,1824.7,1504579.16,3830.32,0.637826087,Very High,0.4933698058013463,8.25096467031696,14.22402445379242
gram,2001,Rabi       ,Assam,2463.0,1295,1824.7,251546.19,640.38,0.466190476,Very High,0.38266752408307375,6.463622104983058,12.435385885115668
jute,2001,Kharif     ,Assam,68178.0,674603,1824.7,6963019.14,17726.28,9.675652174,Very High,2.3679656508316893,9.78285997500384,15.756123866351924
linseed,2001,Rabi       ,Assam,9972.0,5114,1824.7,1018440.36,2592.72,0.505714286,Very High,0.4092673942476563,7.860848417647058,13.833783938126503
maize,2001,Kharif     ,Assam,19600.0,13940,1824.7,2001748.0,5096.0,0.608695652,Very High,0.47542369660696665,8.536407410340042,14.509531856371874
masoor,2001,Rabi       ,Assam,21308.0,11217,1824.7,2176186.04,5540.08,0.511904762,Very High,0.4133702876782698,8.619944706590232,14.593084839146329
mesta,2001,Kharif     ,Assam,4969.0,24484,1824.7,507483.97,1291.94,4.6045,Very High,1.723569846479013,7.164673973982875,13.137222373695977
moong(green gram),2001,Rabi       ,Assam,8206.0,3740,1824.7,838078.78,2133.56,0.44173913,Very High,0.36585011403637635,7.666015815430496,13.638868577796677
niger seed,2001,Kharif     ,Assam,8914.0,4567,1824.7,910386.82,2317.64,0.532777778,Very High,0.4270816304780101,7.748736085877364,13.721625963530085
onion,2001,Whole Year ,Assam,7476.0,17453,1824.7,763523.88,1943.76,2.351304348,Very High,1.2093496276689102,7.57289385512277,13.545700989881334
other  rabi pulses,2001,Rabi       ,Assam,108818.0,59768,1824.7,11113582.34,28292.68,0.529130435,Very High,0.424699230698908,10.250393737136587,16.22367864246656
peas & beans (pulses),2001,Rabi       ,Assam,24375.0,14305,1824.7,2489418.75,6337.5,0.587826087,Very High,0.4623658398250003,8.754397426378782,14.72756020915617
potato,2001,Whole Year ,Assam,80056.0,620571,1824.7,8176119.28,20814.56,7.350869565,Very High,2.1223656729615787,9.943456062942413,15.916728302667705
rapeseed &mustard,2001,Rabi       ,Assam,272323.0,137056,1824.7,27812347.99,70803.98,0.479130435,Very High,0.3914543711855384,11.167684616191192,17.14099068830296
rice,2001,Autumn     ,Assam,495698.0,487719,1824.7,50625636.74,128881.48,1.120434783,Very High,0.7516211539773513,11.76665626037211,17.739968680644964
rice,2001,Summer     ,Assam,325987.0,653036,1824.7,33293052.31,84756.62,1.806521739,Very High,1.0319459013170262,11.347550932705325,17.320859323879414
rice,2001,Winter     ,Assam,1714736.0,2713493,1824.7,175125987.7,445831.36,1.600434783,Very High,0.9556786552777925,13.007698285904235,18.981016208287166
sesamum,2001,Kharif     ,Assam,14738.0,8054,1824.7,1505191.94,3831.88,0.489565217,Very High,0.3984842767041271,8.251371757820298,14.22443164728383
small millets,2001,Kharif     ,Assam,8480.0,4403,1824.7,866062.4,2204.8,0.49173913,Very High,0.39994264064974844,7.6988455338720465,13.671713395026503
sugarcane,2001,Whole Year ,Assam,27166.0,1011398,1824.7,2774463.58,7063.16,37.2173913,Very High,3.6432906816422617,8.862789392083913,14.835968342402412
sweet potato,2001,Whole Year ,Assam,8343.0,28665,1824.7,852070.59,2169.18,3.326956522,Very High,1.464864413122009,7.682565392403157,13.655425828103077
tapioca,2001,Whole Year ,Assam,2904.0,13710,1824.7,296585.52,755.04,4.384347826,Very High,1.6834961938961175,6.6280942848327555,12.600094259237784
tobacco,2001,Whole Year ,Assam,1195.0,593,1824.7,122045.35,310.7,0.600434783,Very High,0.47027533170627883,5.7420411867732915,11.712156169597598
turmeric,2001,Whole Year ,Assam,11812.0,8164,1824.7,1206359.56,3071.12,0.672173913,Very High,0.5141245242054829,8.030123156004644,14.003118583393732
urad,2001,Rabi       ,Assam,41785.0,23243,1824.7,4267502.05,10864.1,0.55173913,Very High,0.43937632129272874,9.293311096513799,15.266539448354637
wheat,2001,Rabi       ,Assam,72245.0,85300,1824.7,7378381.85,18783.7,1.185217391,Very High,0.7817153160470206,9.840797987691564,15.814065046548782
arecanut,2001,Whole Year ,Goa,1600.0,2500,2530.6,163408.0,416.0,1.56,Very High,0.9400072584914712,6.0330862217988015,12.00401153945058
banana,2001,Whole Year ,Goa,2100.0,15482,2530.6,214473.0,546.0,7.37,Very High,2.124653884501384,6.304448802421981,12.275943797882213
black pepper,2001,Whole Year ,Goa,573.0,100,2530.6,58520.49,148.98,0.17,Very High,0.15700374880966478,5.010501951873243,10.97714931619065
cashewnut,2001,Whole Year ,Goa,54060.0,22976,2530.6,5521147.8,14055.6,0.43,Very High,0.35767444427181594,9.550847315353163,15.524096512542188
coconut,2001,Whole Year ,Goa,25025.0,125120000,2530.6,2555803.25,6506.5,4999.8,Very High,8.517353178617602,8.78071063686872,14.753877507039777
groundnut,2001,Kharif     ,Goa,148.0,137,2530.6,15115.24,38.48,0.93,Very High,0.6575200029167941,3.675794214565281,9.623524941559532
groundnut,2001,Rabi       ,Goa,1515.0,2390,2530.6,154726.95,393.9,1.58,Very High,0.9477893989335261,5.978632568292603,11.949423692510797
other  rabi pulses,2001,Rabi       ,Goa,8944.0,8085,2530.6,913450.72,2325.44,0.9,Very High,0.6418538861723948,7.752094481139117,13.724985801734096
other kharif pulses,2001,Kharif     ,Goa,505.0,283,2530.6,51575.65,131.3,0.56,Very High,0.44468582126144574,4.88507207112091,10.850824329672015
ragi,2001,Kharif     ,Goa,315.0,315,2530.6,32170.95,81.9,1.0,Very High,0.6931471805599453,4.417635062141249,10.378850233876289
rice,2001,Kharif     ,Goa,32746.0,79071,2530.6,3344348.98,8513.96,2.41,Very High,1.2267122912954254,9.04957989549327,15.022782906801257
rice,2001,Rabi       ,Goa,16637.0,47452,2530.6,1699136.81,4325.62,2.85,Very High,1.3480731482996928,8.372541915707458,14.345631509783704
sugarcane,2001,Whole Year ,Goa,1205.0,70565,2530.6,123066.65,313.3,58.56,Very High,4.086984207815808,5.750347943803522,11.72048948315999
arecanut,2001,Whole Year ,Karnataka,136065.0,182800,1002.9,13896318.45,35376.9,1.292,Medium,0.8294247988524932,10.473842610384047,16.447134575268667
arhar/tur,2001,Kharif     ,Karnataka,482100.0,147437,1002.9,49236873.0,125346.0,0.37625,Medium,0.31936240905475266,11.738841170312407,17.712153372293702
bajra,2001,Kharif     ,Karnataka,208213.0,111091,1002.9,21264793.69,54135.38,0.510666667,Medium,0.4125510547183033,10.899261697246079,16.87256343179138
bajra,2001,Rabi       ,Karnataka,442.0,221,1002.9,45141.46,114.92,0.5,Medium,0.4054651081081644,4.752900298012427,10.717578546006683
bajra,2001,Summer     ,Karnataka,850.0,929,1002.9,86810.5,221.0,1.09,Medium,0.7371640659767197,5.402677381872279,11.37149438035188
black pepper,2001,Whole Year ,Karnataka,9699.0,22185,1002.9,990558.87,2521.74,2.213846154,Medium,1.1674683987147527,7.833100891408529,13.806025587514155
castor seed,2001,Kharif     ,Karnataka,21799.0,16137,1002.9,2226331.87,5667.74,0.704,Medium,0.532978428407124,8.642722149804559,14.615866336924654
coconut,2001,Whole Year ,Karnataka,369828.0,1503638000,1002.9,37770533.64,96155.28,4164.951481,Medium,8.33469997532967,11.473730063496603,17.447039849738047
coriander,2001,Whole Year ,Karnataka,11307.0,1845,1002.9,1154783.91,2939.82,0.116818182,Medium,0.11048373333757205,7.986443733008754,13.959424659487757
cotton(lint),2001,Kharif     ,Karnataka,608479.0,612415,1002.9,62143960.27,158204.54,1.221428571,Medium,0.7981504893770037,11.971650352665879,17.94496420740302
dry chillies,2001,Whole Year ,Karnataka,193067.0,126395,1002.9,19717932.71,50197.42,1.082962963,Medium,0.7337913815158613,10.823738831080915,16.79703912020864
ginger,2001,Kharif     ,Karnataka,10677.0,140539,1002.9,1090442.01,2776.02,12.86277778,Medium,2.629207390708365,7.92913368929743,13.902094602827201
gram,2001,Rabi       ,Karnataka,479703.0,281635,1002.9,48992067.39,124722.78,0.534090909,Medium,0.4279379639009637,11.733856811162056,17.707168973380767
groundnut,2001,Kharif     ,Karnataka,854741.0,585707,1002.9,87294698.33,222232.66,0.843846154,Medium,0.6118536910681939,12.311484629863465,18.28480030109701
horse-gram,2001,Kharif     ,Karnataka,155207.0,81931,1002.9,15851290.91,40353.82,0.5225,Medium,0.420353720601915,10.605466121334699,16.578761563483276
horse-gram,2001,Rabi       ,Karnataka,188076.0,67105,1002.9,19208201.88,48899.76,0.3728,Medium,0.3168524497515608,10.79754821726448,16.77084797909317
jowar,2001,Kharif     ,Karnataka,303308.0,379303,1002.9,30976846.04,78860.08,1.202857143,Medium,0.7897552191447209,11.275443102493814,17.248750613725893
jowar,2001,Rabi       ,Karnataka,1481089.0,980378,1002.9,151263619.6,385083.14,0.604736842,Medium,0.47295978176812764,12.861217134846887,18.834534704374366
jowar,2001,Summer     ,Karnataka,6418.0,12385,1002.9,655470.34,1668.68,1.951538462,Medium,1.0823265469536965,7.420387270283496,13.39310985888069
linseed,2001,Rabi       ,Karnataka,19611.0,6581,1002.9,2002871.43,5098.86,0.329285714,Medium,0.28464174082396254,8.53696836735524,14.510092923153893
maize,2001,Kharif     ,Karnataka,505574.0,1274858,1002.9,51634272.62,131449.24,2.663333333,Medium,1.2983734796564286,11.786383655945635,17.75969622739888
maize,2001,Rabi       ,Karnataka,65189.0,152769,1002.9,6657752.57,16949.14,2.279,Medium,1.1875384978625112,9.738031372361506,15.711292683815723
maize,2001,Summer     ,Karnataka,9272.0,23960,1002.9,946949.36,2410.72,2.6265,Medium,1.2882679958213301,7.7880954648730585,13.761001952631716
mesta,2001,Kharif     ,Karnataka,3668.0,5195,1002.9,374612.84,953.68,1.94375,Medium,1.0796842787825909,6.861376205795343,12.83365101438545
moong(green gram),2001,Kharif     ,Karnataka,251332.0,65336,1002.9,25668537.16,65346.32,0.31826087,Medium,0.27631334517483647,11.087471708264994,17.06077660381633
moong(green gram),2001,Rabi       ,Karnataka,7111.0,2090,1002.9,726246.43,1848.86,0.282941176,Medium,0.2491552357905174,7.522865239533147,13.495646048415663
niger seed,2001,Kharif     ,Karnataka,36198.0,7034,1002.9,3696901.74,9411.48,0.213043478,Medium,0.19313247268311648,9.149791747271895,15.123005929755564
onion,2001,Whole Year ,Karnataka,125815.0,721033,1002.9,12849485.95,32711.9,7.9108,Medium,2.1872640242085817,10.395524774505333,16.368814442438396
other  rabi pulses,2001,Rabi       ,Karnataka,29824.0,3478,1002.9,3045925.12,7754.24,0.12037037,Medium,0.11365931814194288,8.956124022907396,14.92931555738275
other kharif pulses,2001,Kharif     ,Karnataka,137310.0,42618,1002.9,14023470.3,35700.6,0.2764,Medium,0.24404361542195138,10.482950784690608,16.456243005214827
peas & beans (pulses),2001,Whole Year ,Karnataka,6974.0,42197,1002.9,712254.62,1813.24,6.209444444,Medium,1.975391894791327,7.503421926223529,13.476192142816915
potato,2001,Whole Year ,Karnataka,39156.0,473407,1002.9,3999002.28,10180.56,12.815,Medium,2.6257549583753796,9.228333520014505,15.20155570803367
ragi,2001,Kharif     ,Karnataka,903752.0,1478594,1002.9,92300191.76,234975.52,1.457368421,Medium,0.8990910297949873,12.367240873240853,18.340556787878267
ragi,2001,Rabi       ,Karnataka,40407.0,46560,1002.9,4126766.91,10505.82,1.212307692,Medium,0.7940361752522271,9.259779849105845,15.233005070177349
ragi,2001,Summer     ,Karnataka,9271.0,14154,1002.9,946847.23,2410.46,1.545833333,Medium,0.9344580356986711,7.787987652185059,13.760894095333017
rapeseed &mustard,2001,Rabi       ,Karnataka,7063.0,1905,1002.9,721344.19,1836.38,0.221764706,Medium,0.2002962939280976,7.5160959228320054,13.48887306729873
rice,2001,Kharif     ,Karnataka,1087967.0,2393946,1002.9,111114069.7,282871.42,2.154814815,Medium,1.1489297985494376,12.552751262257921,18.526067895555453
rice,2001,Rabi       ,Karnataka,53480.0,99699,1002.9,5461912.4,13904.8,1.840714286,Medium,1.044055529704919,9.540061298274507,15.513309725891926
rice,2001,Summer     ,Karnataka,276277.0,740400,1002.9,28216170.01,71832.02,2.4368,Medium,1.2345408058923537,11.182099537899362,17.155405811625336
safflower,2001,Rabi       ,Karnataka,92029.0,72794,1002.9,9398921.77,23927.54,0.714666667,Medium,0.5392186984616099,10.082827167758246,16.0561056417371
sannhamp,2001,Whole Year ,Karnataka,2555.0,634,1002.9,260942.15,664.3,0.238333333,Medium,0.2137663892324338,6.500238066747841,12.472057846487505
sesamum,2001,Kharif     ,Karnataka,73064.0,27086,1002.9,7462026.32,18996.64,0.386,Medium,0.32642190076771155,9.852070039907495,15.82533769397337
small millets,2001,Kharif     ,Karnataka,70091.0,36856,1002.9,7158393.83,18223.66,0.609545455,Medium,0.4759518130479026,9.81053090101011,15.783796328049256
soyabean,2001,Kharif     ,Karnataka,48444.0,40217,1002.9,4947585.72,12595.44,0.808,Medium,0.5922212619699848,9.441169513335174,15.41441048434971
